image_file,language,subject,bias_prompt,seed,grader,category_1,category_2,cultural_default,acceptable_image,notes
101_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,45093,1,apple,red,,,auto-CLIP-zeroshot
102_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,18675,1,grapes,red,,,auto-CLIP-zeroshot
103_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,37653,1,grapes,red,,,auto-CLIP-zeroshot
104_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,84341,1,grapes,red,,,auto-CLIP-zeroshot
105_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,51245,1,grapes,green,,,auto-CLIP-zeroshot
106_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,37869,1,apple,red,,,auto-CLIP-zeroshot
107_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,95909,1,grapes,red,,,auto-CLIP-zeroshot
108_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,75435,1,grapes,red,,,auto-CLIP-zeroshot
109_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,61856,1,grapes,purple,,,auto-CLIP-zeroshot
110_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,94259,1,grapes,red,,,auto-CLIP-zeroshot
111_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,70142,1,pear,yellow,,,auto-CLIP-zeroshot
112_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,28726,1,peach,red,,,auto-CLIP-zeroshot
113_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,44718,1,strawberry,red,,,auto-CLIP-zeroshot
114_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,28301,1,strawberry,red,,,auto-CLIP-zeroshot
115_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,42325,1,grapes,purple,,,auto-CLIP-zeroshot
116_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,83579,1,banana,red,,,auto-CLIP-zeroshot
117_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,80644,1,apple,red,,,auto-CLIP-zeroshot
118_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,44438,1,grapes,purple,,,auto-CLIP-zeroshot
119_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,86622,1,grapes,orange,,,auto-CLIP-zeroshot
120_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,66155,1,apple,red,,,auto-CLIP-zeroshot
121_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,86484,1,apple,red,,,auto-CLIP-zeroshot
122_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,62350,1,peach,red,,,auto-CLIP-zeroshot
123_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,57447,1,grapes,red,,,auto-CLIP-zeroshot
124_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,38746,1,apple,red,,,auto-CLIP-zeroshot
125_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,28131,1,apple,red,,,auto-CLIP-zeroshot
126_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,76784,1,grapes,red,,,auto-CLIP-zeroshot
127_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,74686,1,apple,red,,,auto-CLIP-zeroshot
128_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,21915,1,strawberry,red,,,auto-CLIP-zeroshot
129_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,16175,1,grapes,red,,,auto-CLIP-zeroshot
130_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,24371,1,strawberry,red,,,auto-CLIP-zeroshot
131_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,30033,1,strawberry,purple,,,auto-CLIP-zeroshot
132_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,92240,1,apple,green,,,auto-CLIP-zeroshot
133_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,30969,1,banana,yellow,,,auto-CLIP-zeroshot
134_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,99192,1,banana,red,,,auto-CLIP-zeroshot
135_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,65333,1,strawberry,red,,,auto-CLIP-zeroshot
136_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,88172,1,grapes,red,,,auto-CLIP-zeroshot
137_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,18326,1,grapes,red,,,auto-CLIP-zeroshot
138_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,60432,1,strawberry,red,,,auto-CLIP-zeroshot
139_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,60019,1,banana,red,,,auto-CLIP-zeroshot
140_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,88104,1,apple,red,,,auto-CLIP-zeroshot
141_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,71348,1,apple,red,,,auto-CLIP-zeroshot
142_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,79352,1,apple,green,,,auto-CLIP-zeroshot
143_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,42953,1,apple,red,,,auto-CLIP-zeroshot
144_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,82512,1,strawberry,red,,,auto-CLIP-zeroshot
145_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,11504,1,apple,red,,,auto-CLIP-zeroshot
146_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,99166,1,grapes,red,,,auto-CLIP-zeroshot
147_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,25014,1,apple,red,,,auto-CLIP-zeroshot
148_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,99353,1,grapes,yellow,,,auto-CLIP-zeroshot
149_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,80381,1,grapes,orange,,,auto-CLIP-zeroshot
150_Frugt_Bias_00001_.png,Danish,Fruit,Et nærbillede af en frisk frugt på et bord,44973,1,apple,red,,,auto-CLIP-zeroshot
251_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,66498,1,SUV,modern,,,auto-CLIP-zeroshot
252_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,56438,1,wagon,modern,,,auto-CLIP-zeroshot
253_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,65519,1,wagon,modern,,,auto-CLIP-zeroshot
254_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,63883,1,hatchback,modern,,,auto-CLIP-zeroshot
255_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,71213,1,sports,modern,,,auto-CLIP-zeroshot
256_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,17100,1,truck,modern,,,auto-CLIP-zeroshot
257_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,98259,1,SUV,modern,,,auto-CLIP-zeroshot
258_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,95649,1,van,modern,,,auto-CLIP-zeroshot
259_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,94696,1,van,vintage,,,auto-CLIP-zeroshot
260_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,22899,1,truck,modern,,,auto-CLIP-zeroshot
261_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,17944,1,SUV,modern,,,auto-CLIP-zeroshot
262_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,62772,1,SUV,modern,,,auto-CLIP-zeroshot
263_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,54473,1,SUV,modern,,,auto-CLIP-zeroshot
264_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,24322,1,van,modern,,,auto-CLIP-zeroshot
265_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,42591,1,truck,modern,,,auto-CLIP-zeroshot
266_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,35112,1,SUV,modern,,,auto-CLIP-zeroshot
267_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,34931,1,van,modern,,,auto-CLIP-zeroshot
268_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,80292,1,SUV,modern,,,auto-CLIP-zeroshot
269_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,68800,1,SUV,modern,,,auto-CLIP-zeroshot
270_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,28373,1,van,modern,,,auto-CLIP-zeroshot
271_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,65296,1,truck,modern,,,auto-CLIP-zeroshot
272_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,34050,1,SUV,modern,,,auto-CLIP-zeroshot
273_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,46509,1,van,modern,,,auto-CLIP-zeroshot
274_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,70637,1,SUV,modern,,,auto-CLIP-zeroshot
275_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,42742,1,SUV,modern,,,auto-CLIP-zeroshot
276_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,19880,1,SUV,modern,,,auto-CLIP-zeroshot
277_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,68082,1,SUV,modern,,,auto-CLIP-zeroshot
278_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,82132,1,SUV,modern,,,auto-CLIP-zeroshot
279_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,22833,1,SUV,modern,,,auto-CLIP-zeroshot
280_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,16630,1,truck,modern,,,auto-CLIP-zeroshot
281_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,95477,1,SUV,modern,,,auto-CLIP-zeroshot
282_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,80855,1,truck,modern,,,auto-CLIP-zeroshot
283_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,11934,1,SUV,modern,,,auto-CLIP-zeroshot
284_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,22224,1,sedan,modern,,,auto-CLIP-zeroshot
285_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,40982,1,hatchback,modern,,,auto-CLIP-zeroshot
286_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,31798,1,SUV,modern,,,auto-CLIP-zeroshot
287_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,63269,1,SUV,modern,,,auto-CLIP-zeroshot
288_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,73653,1,hatchback,modern,,,auto-CLIP-zeroshot
289_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,73092,1,SUV,modern,,,auto-CLIP-zeroshot
290_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,38016,1,SUV,modern,,,auto-CLIP-zeroshot
291_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,62565,1,SUV,modern,,,auto-CLIP-zeroshot
292_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,17685,1,van,modern,,,auto-CLIP-zeroshot
293_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,31579,1,van,modern,,,auto-CLIP-zeroshot
294_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,59672,1,SUV,modern,,,auto-CLIP-zeroshot
295_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,10282,1,van,vintage,,,auto-CLIP-zeroshot
296_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,61173,1,truck,modern,,,auto-CLIP-zeroshot
297_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,44760,1,SUV,modern,,,auto-CLIP-zeroshot
298_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,69638,1,van,modern,,,auto-CLIP-zeroshot
299_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,47388,1,van,modern,,,auto-CLIP-zeroshot
300_Biler_Bias_00001_.png,Danish,Cars,En bil parkeret på en gade,65444,1,van,modern,,,auto-CLIP-zeroshot
401_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,76244,1,jacket,neutral,,,auto-CLIP-zeroshot
402_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,74032,1,jacket,feminine,,,auto-CLIP-zeroshot
403_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,42914,1,trousers,neutral,,,auto-CLIP-zeroshot
404_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,16658,1,trousers,masculine,,,auto-CLIP-zeroshot
405_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,22097,1,sweater,neutral,,,auto-CLIP-zeroshot
406_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,93136,1,trousers,neutral,,,auto-CLIP-zeroshot
407_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,65518,1,trousers,neutral,,,auto-CLIP-zeroshot
408_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,46265,1,trousers,neutral,,,auto-CLIP-zeroshot
409_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,15778,1,trousers,neutral,,,auto-CLIP-zeroshot
410_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,10464,1,trousers,feminine,,,auto-CLIP-zeroshot
411_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,53719,1,trousers,neutral,,,auto-CLIP-zeroshot
412_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,27146,1,trousers,masculine,,,auto-CLIP-zeroshot
413_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,93507,1,suit,masculine,,,auto-CLIP-zeroshot
414_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,44335,1,t-shirt,feminine,,,auto-CLIP-zeroshot
415_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,31178,1,t-shirt,masculine,,,auto-CLIP-zeroshot
416_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,67912,1,sweater,masculine,,,auto-CLIP-zeroshot
417_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,82309,1,sweater,neutral,,,auto-CLIP-zeroshot
418_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,66057,1,trousers,feminine,,,auto-CLIP-zeroshot
419_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,83519,1,trousers,masculine,,,auto-CLIP-zeroshot
420_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,11267,1,t-shirt,feminine,,,auto-CLIP-zeroshot
421_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,24663,1,suit,neutral,,,auto-CLIP-zeroshot
422_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,19862,1,trousers,neutral,,,auto-CLIP-zeroshot
423_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,29536,1,trousers,feminine,,,auto-CLIP-zeroshot
424_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,81511,1,trousers,feminine,,,auto-CLIP-zeroshot
425_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,14722,1,suit,feminine,,,auto-CLIP-zeroshot
426_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,58393,1,sweater,neutral,,,auto-CLIP-zeroshot
427_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,86350,1,sweater,feminine,,,auto-CLIP-zeroshot
428_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,82420,1,suit,neutral,,,auto-CLIP-zeroshot
429_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,29410,1,trousers,feminine,,,auto-CLIP-zeroshot
430_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,66333,1,trousers,feminine,,,auto-CLIP-zeroshot
431_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,26704,1,trousers,feminine,,,auto-CLIP-zeroshot
432_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,15482,1,jacket,feminine,,,auto-CLIP-zeroshot
433_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,50404,1,jacket,neutral,,,auto-CLIP-zeroshot
434_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,57795,1,trousers,masculine,,,auto-CLIP-zeroshot
435_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,15229,1,trousers,neutral,,,auto-CLIP-zeroshot
436_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,56898,1,trousers,masculine,,,auto-CLIP-zeroshot
437_Tøj_Bias_00001_.png,Danish,Clothes,Et sæt tøj draperet over en stol,37535,1,suit,feminine,,,auto-CLIP-zeroshot
